episode,coverage,steps,success,epsilon
1,1.000000,791,1,1.000000
2,1.000000,603,1,0.998000
3,1.000000,1002,1,0.996004
4,1.000000,566,1,0.994012
5,1.000000,595,1,0.992024
6,1.000000,621,1,0.990040
7,1.000000,1300,1,0.988060
8,1.000000,702,1,0.986084
9,1.000000,606,1,0.984112
10,1.000000,449,1,0.982143
11,1.000000,625,1,0.980179
12,1.000000,556,1,0.978219
13,1.000000,864,1,0.976262
14,1.000000,1063,1,0.974310
15,1.000000,430,1,0.972361
16,1.000000,818,1,0.970416
17,1.000000,450,1,0.968476
18,1.000000,459,1,0.966539
19,1.000000,753,1,0.964606
20,1.000000,312,1,0.962676
21,1.000000,633,1,0.960751
22,1.000000,593,1,0.958829
23,1.000000,1069,1,0.956912
24,1.000000,667,1,0.954998
25,1.000000,675,1,0.953088
26,1.000000,322,1,0.951182
27,1.000000,1624,1,0.949279
28,1.000000,797,1,0.947381
29,1.000000,546,1,0.945486
30,1.000000,611,1,0.943595
31,1.000000,468,1,0.941708
32,1.000000,1214,1,0.939825
33,1.000000,645,1,0.937945
34,1.000000,574,1,0.936069
35,1.000000,505,1,0.934197
36,1.000000,650,1,0.932328
37,1.000000,680,1,0.930464
38,1.000000,419,1,0.928603
39,1.000000,382,1,0.926746
40,1.000000,740,1,0.924892
41,1.000000,751,1,0.923042
42,1.000000,568,1,0.921196
43,1.000000,912,1,0.919354
44,1.000000,805,1,0.917515
45,1.000000,665,1,0.915680
46,1.000000,968,1,0.913849
47,1.000000,766,1,0.912021
48,1.000000,565,1,0.910197
49,1.000000,1056,1,0.908377
50,1.000000,561,1,0.906560
51,1.000000,614,1,0.904747
52,1.000000,538,1,0.902937
53,1.000000,924,1,0.901131
54,1.000000,462,1,0.899329
55,1.000000,857,1,0.897531
56,1.000000,890,1,0.895735
57,1.000000,585,1,0.893944
58,1.000000,632,1,0.892156
59,1.000000,815,1,0.890372
60,1.000000,823,1,0.888591
61,1.000000,593,1,0.886814
62,1.000000,794,1,0.885040
63,1.000000,618,1,0.883270
64,1.000000,634,1,0.881504
65,1.000000,1070,1,0.879741
66,1.000000,861,1,0.877981
67,1.000000,637,1,0.876225
68,1.000000,1617,1,0.874473
69,1.000000,806,1,0.872724
70,1.000000,659,1,0.870978
71,1.000000,765,1,0.869236
72,1.000000,421,1,0.867498
73,1.000000,744,1,0.865763
74,1.000000,1323,1,0.864031
75,1.000000,582,1,0.862303
76,1.000000,848,1,0.860579
77,1.000000,570,1,0.858858
78,1.000000,692,1,0.857140
79,1.000000,643,1,0.855426
80,1.000000,363,1,0.853715
81,1.000000,546,1,0.852007
82,1.000000,545,1,0.850303
83,1.000000,788,1,0.848603
84,1.000000,683,1,0.846905
85,1.000000,944,1,0.845212
86,1.000000,640,1,0.843521
87,1.000000,1001,1,0.841834
88,1.000000,611,1,0.840151
89,1.000000,901,1,0.838470
90,1.000000,640,1,0.836793
91,1.000000,659,1,0.835120
92,1.000000,648,1,0.833449
93,1.000000,1411,1,0.831783
94,1.000000,723,1,0.830119
95,1.000000,703,1,0.828459
96,1.000000,829,1,0.826802
97,1.000000,480,1,0.825148
98,1.000000,401,1,0.823498
99,1.000000,684,1,0.821851
100,1.000000,723,1,0.820207
101,1.000000,962,1,0.818567
102,1.000000,566,1,0.816930
103,1.000000,487,1,0.815296
104,1.000000,671,1,0.813665
105,1.000000,515,1,0.812038
106,1.000000,1636,1,0.810414
107,1.000000,1165,1,0.808793
108,1.000000,1038,1,0.807175
109,1.000000,764,1,0.805561
110,1.000000,1730,1,0.803950
111,1.000000,2335,1,0.802342
112,1.000000,1294,1,0.800737
113,1.000000,1244,1,0.799136
114,1.000000,1270,1,0.797538
115,1.000000,914,1,0.795943
116,1.000000,679,1,0.794351
117,1.000000,1928,1,0.792762
118,1.000000,1506,1,0.791176
119,1.000000,1432,1,0.789594
120,1.000000,959,1,0.788015
121,1.000000,944,1,0.786439
122,1.000000,661,1,0.784866
123,1.000000,663,1,0.783296
124,1.000000,675,1,0.781730
125,1.000000,1334,1,0.780166
126,1.000000,713,1,0.778606
127,1.000000,1055,1,0.777049
128,1.000000,909,1,0.775495
129,1.000000,1414,1,0.773944
130,1.000000,1218,1,0.772396
131,1.000000,1241,1,0.770851
132,1.000000,833,1,0.769309
133,1.000000,1141,1,0.767771
134,1.000000,1257,1,0.766235
135,1.000000,1471,1,0.764703
136,1.000000,710,1,0.763173
137,1.000000,645,1,0.761647
138,1.000000,1290,1,0.760123
139,1.000000,902,1,0.758603
140,1.000000,776,1,0.757086
141,1.000000,1082,1,0.755572
142,1.000000,2364,1,0.754061
143,1.000000,1915,1,0.752553
144,1.000000,1344,1,0.751047
145,1.000000,1404,1,0.749545
146,1.000000,776,1,0.748046
147,1.000000,2236,1,0.746550
148,1.000000,1392,1,0.745057
149,1.000000,1815,1,0.743567
150,1.000000,2293,1,0.742080
151,1.000000,663,1,0.740596
152,1.000000,1848,1,0.739115
153,1.000000,2304,1,0.737636
154,1.000000,1000,1,0.736161
155,1.000000,2036,1,0.734689
156,1.000000,1824,1,0.733219
157,1.000000,1629,1,0.731753
158,1.000000,1193,1,0.730289
159,1.000000,2156,1,0.728829
160,1.000000,1579,1,0.727371
161,1.000000,1613,1,0.725916
162,1.000000,1757,1,0.724465
163,0.990000,2500,0,0.723016
164,1.000000,1263,1,0.721570
165,1.000000,1135,1,0.720126
166,1.000000,2029,1,0.718686
167,1.000000,1195,1,0.717249
168,1.000000,2073,1,0.715814
169,1.000000,777,1,0.714383
170,1.000000,2470,1,0.712954
171,1.000000,1318,1,0.711528
172,0.990000,2500,0,0.710105
173,1.000000,1189,1,0.708685
174,0.990000,2500,0,0.707267
175,0.990000,2500,0,0.705853
176,1.000000,822,1,0.704441
177,1.000000,1106,1,0.703032
178,1.000000,1451,1,0.701626
179,0.990000,2500,0,0.700223
180,1.000000,1324,1,0.698823
181,0.920000,2500,0,0.697425
182,1.000000,1202,1,0.696030
183,1.000000,2035,1,0.694638
184,1.000000,1264,1,0.693249
185,1.000000,1821,1,0.691862
186,1.000000,2368,1,0.690478
187,1.000000,1110,1,0.689098
188,1.000000,1832,1,0.687719
189,1.000000,1176,1,0.686344
190,1.000000,1304,1,0.684971
191,1.000000,1868,1,0.683601
192,1.000000,852,1,0.682234
193,1.000000,775,1,0.680870
194,1.000000,1311,1,0.679508
195,1.000000,2030,1,0.678149
196,1.000000,1622,1,0.676793
197,0.990000,2500,0,0.675439
198,1.000000,1775,1,0.674088
199,1.000000,814,1,0.672740
200,1.000000,1088,1,0.671394
201,1.000000,1738,1,0.670052
202,0.990000,2500,0,0.668712
203,1.000000,1081,1,0.667374
204,1.000000,1999,1,0.666039
205,0.990000,2500,0,0.664707
206,1.000000,2131,1,0.663378
207,1.000000,1423,1,0.662051
208,1.000000,1551,1,0.660727
209,1.000000,2095,1,0.659406
210,1.000000,1572,1,0.658087
211,0.990000,2500,0,0.656771
212,1.000000,1490,1,0.655457
213,1.000000,1834,1,0.654146
214,1.000000,1967,1,0.652838
215,1.000000,1866,1,0.651532
216,1.000000,1822,1,0.650229
217,0.990000,2500,0,0.648929
218,1.000000,1958,1,0.647631
219,1.000000,1993,1,0.646335
220,1.000000,1090,1,0.645043
221,0.990000,2500,0,0.643753
222,1.000000,1896,1,0.642465
223,1.000000,2011,1,0.641180
224,1.000000,1166,1,0.639898
225,1.000000,2470,1,0.638618
226,1.000000,2383,1,0.637341
227,1.000000,2418,1,0.636066
228,0.970000,2500,0,0.634794
229,1.000000,1926,1,0.633524
230,0.990000,2500,0,0.632257
231,0.970000,2500,0,0.630993
232,1.000000,2495,1,0.629731
233,1.000000,1477,1,0.628471
234,0.980000,2500,0,0.627215
235,0.980000,2500,0,0.625960
236,1.000000,1690,1,0.624708
237,0.990000,2500,0,0.623459
238,1.000000,1788,1,0.622212
239,0.990000,2500,0,0.620967
240,1.000000,1970,1,0.619726
241,1.000000,2293,1,0.618486
242,1.000000,2331,1,0.617249
243,1.000000,706,1,0.616015
244,1.000000,1361,1,0.614783
245,0.990000,2500,0,0.613553
246,0.970000,2500,0,0.612326
247,0.990000,2500,0,0.611101
248,1.000000,1615,1,0.609879
249,1.000000,1402,1,0.608659
250,1.000000,1671,1,0.607442
251,1.000000,1998,1,0.606227
252,1.000000,1634,1,0.605015
253,0.970000,2500,0,0.603805
254,1.000000,885,1,0.602597
255,1.000000,2303,1,0.601392
256,1.000000,1940,1,0.600189
257,0.990000,2500,0,0.598989
258,1.000000,1516,1,0.597791
259,0.990000,2500,0,0.596595
260,1.000000,2196,1,0.595402
261,0.990000,2500,0,0.594211
262,0.980000,2500,0,0.593023
263,1.000000,2200,1,0.591837
264,0.980000,2500,0,0.590653
265,0.940000,2500,0,0.589472
266,0.990000,2500,0,0.588293
267,0.990000,2500,0,0.587116
268,0.990000,2500,0,0.585942
269,1.000000,1915,1,0.584770
270,0.990000,2500,0,0.583600
271,0.980000,2500,0,0.582433
272,0.980000,2500,0,0.581268
273,0.990000,2500,0,0.580106
274,1.000000,1287,1,0.578946
275,0.980000,2500,0,0.577788
276,0.990000,2500,0,0.576632
277,1.000000,1170,1,0.575479
278,0.920000,2500,0,0.574328
279,0.960000,2500,0,0.573179
280,0.990000,2500,0,0.572033
281,0.980000,2500,0,0.570889
282,0.960000,2500,0,0.569747
283,0.980000,2500,0,0.568608
284,0.970000,2500,0,0.567470
285,1.000000,2397,1,0.566335
286,0.990000,2500,0,0.565203
287,0.980000,2500,0,0.564072
288,1.000000,2178,1,0.562944
289,0.980000,2500,0,0.561818
290,0.960000,2500,0,0.560695
291,0.990000,2500,0,0.559573
292,0.980000,2500,0,0.558454
293,0.990000,2500,0,0.557337
294,0.950000,2500,0,0.556223
295,0.950000,2500,0,0.555110
296,0.980000,2500,0,0.554000
297,1.000000,2393,1,0.552892
298,0.980000,2500,0,0.551786
299,0.960000,2500,0,0.550683
300,0.990000,2500,0,0.549581
301,0.980000,2500,0,0.548482
302,0.930000,2500,0,0.547385
303,1.000000,2266,1,0.546290
304,0.980000,2500,0,0.545198
305,0.970000,2500,0,0.544107
306,1.000000,2122,1,0.543019
307,1.000000,2361,1,0.541933
308,0.960000,2500,0,0.540849
309,0.970000,2500,0,0.539767
310,0.980000,2500,0,0.538688
311,0.990000,2500,0,0.537611
312,0.990000,2500,0,0.536535
313,0.920000,2500,0,0.535462
314,0.950000,2500,0,0.534391
315,1.000000,1942,1,0.533323
316,0.990000,2500,0,0.532256
317,0.970000,2500,0,0.531191
318,1.000000,1354,1,0.530129
319,0.940000,2500,0,0.529069
320,0.980000,2500,0,0.528011
321,0.980000,2500,0,0.526955
322,0.960000,2500,0,0.525901
323,0.950000,2500,0,0.524849
324,1.000000,2355,1,0.523799
325,0.990000,2500,0,0.522752
326,0.990000,2500,0,0.521706
327,0.990000,2500,0,0.520663
328,0.980000,2500,0,0.519621
329,0.970000,2500,0,0.518582
330,0.970000,2500,0,0.517545
331,0.970000,2500,0,0.516510
332,0.930000,2500,0,0.515477
333,0.960000,2500,0,0.514446
334,0.960000,2500,0,0.513417
335,0.970000,2500,0,0.512390
336,0.980000,2500,0,0.511365
337,0.990000,2500,0,0.510343
338,0.970000,2500,0,0.509322
339,0.970000,2500,0,0.508303
340,1.000000,2423,1,0.507287
341,0.960000,2500,0,0.506272
342,0.960000,2500,0,0.505260
343,0.950000,2500,0,0.504249
344,0.970000,2500,0,0.503241
345,0.980000,2500,0,0.502234
346,1.000000,2322,1,0.501230
347,0.950000,2500,0,0.500227
348,0.990000,2500,0,0.499227
349,0.920000,2500,0,0.498228
350,0.990000,2500,0,0.497232
351,0.980000,2500,0,0.496237
352,0.990000,2500,0,0.495245
353,0.990000,2500,0,0.494254
354,0.960000,2500,0,0.493266
355,0.960000,2500,0,0.492279
356,0.950000,2500,0,0.491295
357,0.980000,2500,0,0.490312
358,0.950000,2500,0,0.489332
359,0.980000,2500,0,0.488353
360,0.960000,2500,0,0.487376
361,0.990000,2500,0,0.486401
362,0.940000,2500,0,0.485429
363,0.980000,2500,0,0.484458
364,0.970000,2500,0,0.483489
365,1.000000,2432,1,0.482522
366,0.980000,2500,0,0.481557
367,0.950000,2500,0,0.480594
368,0.990000,2500,0,0.479633
369,0.950000,2500,0,0.478673
370,0.920000,2500,0,0.477716
371,0.970000,2500,0,0.476761
372,0.940000,2500,0,0.475807
373,0.950000,2500,0,0.474855
374,0.920000,2500,0,0.473906
375,0.910000,2500,0,0.472958
376,0.930000,2500,0,0.472012
377,0.960000,2500,0,0.471068
378,0.990000,2500,0,0.470126
379,0.920000,2500,0,0.469186
380,0.920000,2500,0,0.468247
381,0.960000,2500,0,0.467311
382,0.920000,2500,0,0.466376
383,0.960000,2500,0,0.465443
384,0.980000,2500,0,0.464512
385,0.960000,2500,0,0.463583
386,0.950000,2500,0,0.462656
387,0.910000,2500,0,0.461731
388,0.980000,2500,0,0.460807
389,0.990000,2500,0,0.459886
390,0.950000,2500,0,0.458966
391,0.880000,2500,0,0.458048
392,0.970000,2500,0,0.457132
393,0.920000,2500,0,0.456218
394,0.960000,2500,0,0.455305
395,0.970000,2500,0,0.454395
396,0.970000,2500,0,0.453486
397,0.940000,2500,0,0.452579
398,0.880000,2500,0,0.451674
399,0.930000,2500,0,0.450770
400,0.950000,2500,0,0.449869
401,0.850000,2500,0,0.448969
402,0.820000,2500,0,0.448071
403,0.910000,2500,0,0.447175
404,0.960000,2500,0,0.446281
405,0.970000,2500,0,0.445388
406,0.980000,2500,0,0.444497
407,0.910000,2500,0,0.443608
408,0.830000,2500,0,0.442721
409,0.910000,2500,0,0.441836
410,0.990000,2500,0,0.440952
411,0.910000,2500,0,0.440070
412,0.790000,2500,0,0.439190
413,1.000000,1909,1,0.438312
414,0.980000,2500,0,0.437435
415,0.780000,2500,0,0.436560
416,0.910000,2500,0,0.435687
417,0.840000,2500,0,0.434816
418,0.930000,2500,0,0.433946
419,0.920000,2500,0,0.433078
420,0.940000,2500,0,0.432212
421,0.890000,2500,0,0.431348
422,0.820000,2500,0,0.430485
423,0.910000,2500,0,0.429624
424,0.870000,2500,0,0.428765
425,0.890000,2500,0,0.427907
426,0.930000,2500,0,0.427051
427,0.870000,2500,0,0.426197
428,0.860000,2500,0,0.425345
429,0.880000,2500,0,0.424494
430,0.830000,2500,0,0.423645
431,0.980000,2500,0,0.422798
432,0.940000,2500,0,0.421952
433,0.880000,2500,0,0.421108
434,0.940000,2500,0,0.420266
435,0.870000,2500,0,0.419426
436,0.760000,2500,0,0.418587
437,0.710000,2500,0,0.417750
438,0.800000,2500,0,0.416914
439,0.810000,2500,0,0.416080
440,0.850000,2500,0,0.415248
441,0.720000,2500,0,0.414418
442,0.740000,2500,0,0.413589
443,0.870000,2500,0,0.412762
444,0.780000,2500,0,0.411936
445,0.740000,2500,0,0.411112
446,0.950000,2500,0,0.410290
447,0.890000,2500,0,0.409469
448,0.730000,2500,0,0.408650
449,0.960000,2500,0,0.407833
450,0.900000,2500,0,0.407017
451,0.660000,2500,0,0.406203
452,0.980000,2500,0,0.405391
453,0.900000,2500,0,0.404580
454,0.910000,2500,0,0.403771
455,0.720000,2500,0,0.402964
456,0.900000,2500,0,0.402158
457,0.860000,2500,0,0.401353
458,0.770000,2500,0,0.400551
459,0.880000,2500,0,0.399749
460,0.940000,2500,0,0.398950
461,0.930000,2500,0,0.398152
462,0.880000,2500,0,0.397356
463,0.930000,2500,0,0.396561
464,0.910000,2500,0,0.395768
465,0.940000,2500,0,0.394976
466,0.980000,2500,0,0.394186
467,0.920000,2500,0,0.393398
468,0.810000,2500,0,0.392611
469,0.920000,2500,0,0.391826
470,0.980000,2500,0,0.391042
471,0.880000,2500,0,0.390260
472,0.840000,2500,0,0.389480
473,0.940000,2500,0,0.388701
474,0.840000,2500,0,0.387923
475,0.940000,2500,0,0.387148
476,0.940000,2500,0,0.386373
477,0.870000,2500,0,0.385601
478,0.960000,2500,0,0.384829
479,0.960000,2500,0,0.384060
480,0.780000,2500,0,0.383292
481,0.810000,2500,0,0.382525
482,0.920000,2500,0,0.381760
483,0.900000,2500,0,0.380996
484,0.960000,2500,0,0.380234
485,0.950000,2500,0,0.379474
486,0.970000,2500,0,0.378715
487,0.850000,2500,0,0.377958
488,0.820000,2500,0,0.377202
489,0.920000,2500,0,0.376447
490,0.870000,2500,0,0.375694
491,0.890000,2500,0,0.374943
492,0.890000,2500,0,0.374193
493,0.950000,2500,0,0.373445
494,0.810000,2500,0,0.372698
495,0.820000,2500,0,0.371952
496,0.850000,2500,0,0.371209
497,0.820000,2500,0,0.370466
498,1.000000,1575,1,0.369725
499,0.930000,2500,0,0.368986
500,0.840000,2500,0,0.368248
501,0.810000,2500,0,0.367511
502,0.790000,2500,0,0.366776
503,0.910000,2500,0,0.366043
504,0.980000,2500,0,0.365311
505,0.860000,2500,0,0.364580
506,0.840000,2500,0,0.363851
507,0.710000,2500,0,0.363123
508,0.910000,2500,0,0.362397
509,0.850000,2500,0,0.361672
510,0.890000,2500,0,0.360949
511,0.910000,2500,0,0.360227
512,0.930000,2500,0,0.359506
513,0.900000,2500,0,0.358787
514,0.970000,2500,0,0.358070
515,0.750000,2500,0,0.357354
516,0.880000,2500,0,0.356639
517,0.940000,2500,0,0.355926
518,0.910000,2500,0,0.355214
519,0.900000,2500,0,0.354503
520,0.990000,2500,0,0.353794
521,0.930000,2500,0,0.353087
522,0.950000,2500,0,0.352381
523,0.950000,2500,0,0.351676
524,0.960000,2500,0,0.350973
525,0.960000,2500,0,0.350271
526,0.880000,2500,0,0.349570
527,0.950000,2500,0,0.348871
528,0.920000,2500,0,0.348173
529,0.880000,2500,0,0.347477
530,0.920000,2500,0,0.346782
531,0.970000,2500,0,0.346088
532,0.960000,2500,0,0.345396
533,0.920000,2500,0,0.344705
534,0.970000,2500,0,0.344016
535,0.860000,2500,0,0.343328
536,0.870000,2500,0,0.342641
537,0.890000,2500,0,0.341956
538,0.910000,2500,0,0.341272
539,0.860000,2500,0,0.340589
540,0.890000,2500,0,0.339908
541,0.970000,2500,0,0.339228
542,0.940000,2500,0,0.338550
543,0.980000,2500,0,0.337873
544,0.990000,2500,0,0.337197
545,0.960000,2500,0,0.336523
546,0.970000,2500,0,0.335850
547,0.990000,2500,0,0.335178
548,0.950000,2500,0,0.334508
549,0.950000,2500,0,0.333839
550,0.910000,2500,0,0.333171
551,0.950000,2500,0,0.332505
552,1.000000,1031,1,0.331840
553,0.950000,2500,0,0.331176
554,0.940000,2500,0,0.330514
555,0.930000,2500,0,0.329853
556,0.950000,2500,0,0.329193
557,0.920000,2500,0,0.328534
558,0.900000,2500,0,0.327877
559,0.950000,2500,0,0.327222
560,0.960000,2500,0,0.326567
561,0.900000,2500,0,0.325914
562,0.990000,2500,0,0.325262
563,0.980000,2500,0,0.324612
564,0.850000,2500,0,0.323963
565,0.920000,2500,0,0.323315
566,0.950000,2500,0,0.322668
567,0.970000,2500,0,0.322023
568,0.930000,2500,0,0.321379
569,0.990000,2500,0,0.320736
570,0.850000,2500,0,0.320094
571,0.920000,2500,0,0.319454
572,0.920000,2500,0,0.318815
573,0.880000,2500,0,0.318178
574,0.920000,2500,0,0.317541
575,0.930000,2500,0,0.316906
576,0.990000,2500,0,0.316272
577,0.950000,2500,0,0.315640
578,0.830000,2500,0,0.315009
579,0.920000,2500,0,0.314379
580,0.880000,2500,0,0.313750
581,0.700000,2500,0,0.313122
582,0.840000,2500,0,0.312496
583,0.920000,2500,0,0.311871
584,0.950000,2500,0,0.311247
585,0.920000,2500,0,0.310625
586,0.880000,2500,0,0.310004
587,0.880000,2500,0,0.309384
588,0.910000,2500,0,0.308765
589,0.810000,2500,0,0.308147
590,0.960000,2500,0,0.307531
591,0.910000,2500,0,0.306916
592,0.880000,2500,0,0.306302
593,0.910000,2500,0,0.305689
594,0.880000,2500,0,0.305078
595,0.920000,2500,0,0.304468
596,0.940000,2500,0,0.303859
597,0.860000,2500,0,0.303251
598,0.850000,2500,0,0.302645
599,0.890000,2500,0,0.302039
600,0.900000,2500,0,0.301435
601,0.840000,2500,0,0.300833
602,0.860000,2500,0,0.300231
603,0.870000,2500,0,0.299630
604,0.870000,2500,0,0.299031
605,0.760000,2500,0,0.298433
606,0.870000,2500,0,0.297836
607,0.980000,2500,0,0.297241
608,0.940000,2500,0,0.296646
609,0.980000,2500,0,0.296053
610,0.900000,2500,0,0.295461
611,0.800000,2500,0,0.294870
612,0.900000,2500,0,0.294280
613,0.870000,2500,0,0.293691
614,0.840000,2500,0,0.293104
615,0.760000,2500,0,0.292518
616,0.920000,2500,0,0.291933
617,0.870000,2500,0,0.291349
618,0.830000,2500,0,0.290766
619,0.880000,2500,0,0.290185
620,0.830000,2500,0,0.289604
621,0.830000,2500,0,0.289025
622,0.940000,2500,0,0.288447
623,0.880000,2500,0,0.287870
624,0.990000,2500,0,0.287294
625,0.870000,2500,0,0.286720
626,0.960000,2500,0,0.286146
627,0.910000,2500,0,0.285574
628,0.830000,2500,0,0.285003
629,0.830000,2500,0,0.284433
630,0.980000,2500,0,0.283864
631,0.900000,2500,0,0.283296
632,0.930000,2500,0,0.282730
633,0.920000,2500,0,0.282164
634,0.900000,2500,0,0.281600
635,0.830000,2500,0,0.281037
636,0.950000,2500,0,0.280475
637,0.870000,2500,0,0.279914
638,0.800000,2500,0,0.279354
639,0.890000,2500,0,0.278795
640,0.840000,2500,0,0.278238
641,0.920000,2500,0,0.277681
642,0.810000,2500,0,0.277126
643,0.850000,2500,0,0.276572
644,0.850000,2500,0,0.276018
645,0.850000,2500,0,0.275466
646,0.850000,2500,0,0.274915
647,0.920000,2500,0,0.274366
648,0.860000,2500,0,0.273817
649,0.910000,2500,0,0.273269
650,0.900000,2500,0,0.272723
651,0.820000,2500,0,0.272177
652,0.800000,2500,0,0.271633
653,0.900000,2500,0,0.271090
654,0.910000,2500,0,0.270547
655,0.850000,2500,0,0.270006
656,0.910000,2500,0,0.269466
657,0.920000,2500,0,0.268927
658,0.960000,2500,0,0.268390
659,0.860000,2500,0,0.267853
660,0.920000,2500,0,0.267317
661,0.900000,2500,0,0.266782
662,0.840000,2500,0,0.266249
663,0.800000,2500,0,0.265716
664,0.930000,2500,0,0.265185
665,0.910000,2500,0,0.264655
666,0.920000,2500,0,0.264125
667,0.800000,2500,0,0.263597
668,0.880000,2500,0,0.263070
669,0.840000,2500,0,0.262544
670,0.930000,2500,0,0.262019
671,0.890000,2500,0,0.261495
672,0.720000,2500,0,0.260972
673,0.860000,2500,0,0.260450
674,0.800000,2500,0,0.259929
675,0.910000,2500,0,0.259409
676,0.910000,2500,0,0.258890
677,0.860000,2500,0,0.258372
678,0.810000,2500,0,0.257856
679,0.930000,2500,0,0.257340
680,0.950000,2500,0,0.256825
681,0.850000,2500,0,0.256311
682,0.930000,2500,0,0.255799
